pmid	text	labels
12242083	Glycolysis is known to be the primary energy source in most cancer cells . We investigated here the effect of clotrimazole ( 1-(alpha-2-chlorotrityl)imidazole ) , the antifungal azole derivative , which was recently recognized as calmodulin antagonist , on the levels of glucose 1,6-bisphosphate and fructose 1,6-bisphosphate , the two stimulatory signal molecules of glycolysis , and on ATP content and cell viability in LL/2 Lewis lung carcinoma cells and CT-26 colon adenocarcinoma cells . We found that clotrimazole induced a significant , dose- and time-dependent reduction in the levels of glucose 1,6-bisphosphate , fructose 1,6-bisphosphate , ATP , and cell viability . These findings suggest that clotrimazole causes a reduction in glycolysis and ATP levels , which eventually leads to cell destruction after 3 h of treatment . Since cell proliferation was also reported to be inhibited by calmodulin antagonists , this substance is most promising agent in treatment of cancer by inhibiting both cell proliferation and the glycolytic supply of ATP required for cancer cell growth .	cellular energetics
12244187	The immune system of vertebrates is able to detect bacterial DNA based on the presence of unmethylated CpG motifs . We examined the therapeutic potential of oligodeoxynucleotides with CpG motifs ( CpG ODN ) in a colon carcinoma model in BALB/c mice . Tumors were induced by s.c. injection of syngeneic C26 cells or Renca kidney cancer cells as a control . Injection of CpG ODN alone or in combination with irradiated tumor cells did not protect mice against subsequent tumor challenge . In contrast , weekly injections of CpG ODN into the margin of already established tumors resulted in regression of tumors and complete cure of mice . The injection site was critical , since injection of CpG ODN at distant sites was not effective . Mice with two bilateral C26 tumors rejected both tumors upon peritumoral injection of one tumor , indicating the development of a systemic immune response . The tumor specificity of the immune response was demonstrated in mice bearing a C26 tumor and a Renca tumor at the same time . Mice that rejected a tumor upon peritumoral CpG treatment remained tumor free and were protected against rechallenge with the same tumor cells , but not with the other tumor , demonstrating long term memory . Tumor-specific CD8 T cells as well as innate effector cells contributed to the antitumor activity of treatment . In conclusion , peritumoral CpG ODN monotherapy elicits a strong CD8 T cell response and innate effector mechanisms that seem to act in concert to overcome unresponsiveness of the immune system toward a growing tumor .	avoiding immune destruction
12355140	It is still difficult to decide on the treatment modalities for advanced esophageal carcinoma when the prognostic factors of T4 esophageal cancer are not fully understood . In this article , we report that among 71 patients with T4 thoracic esophageal cancer , 49 underwent esophagectomy , 9 had curative resection ( R0 group ) , and 40 had palliative resection ( R1/2 group ) . A total of 22 patients had palliative treatments : bypass in 5 ( bypass group ) , gastrostomy or jejunostomy in 6 ( stoma group ) , and radiochemotherapy alone in 11 ( nonoperation group ) . Clinicopathologic characteristics were retrospectively investigated . Treatment-related deaths occurred in 7 ( 10% ) : none in R0 , 3 ( 8% ) in R1/2 , 3 ( 60% ) in bypass , and 1 ( 17% ) in stoma group . Swallowing was improved in 50 ( 70% ) patients : 9 ( 100% ) in R0 , 30 ( 75% ) in R1/2 , 1 ( 20% ) in bypass , 3 ( 50% ) in stoma , and 7 ( 64% ) in the nonoperation group . One- , two- , and three-year overall survival rates were 56% , 22% , and 22% in the R0 group and 35% , 19% and 6% in the R1/2 group , respectively ( p = 0.19 ) . In the bypass , stoma , and nonoperation groups , none survived 1.6 years . The factors influencing the survival rate of the 49 patients undergoing esophagectomy were grade of lymph node metastasis , amount of perioperative blood transfusion , lymph vessel , and blood vessel invasion . Among these , independent prognostic factors for survival were amount of blood transfusion ( -6 units vs. -7 units , p &lt;0.0001 ) and grade of lymph node metastasis [ none- or peritumoral [ lymph nodes adjacent to the main tumor or at a nearby location ( &lt;3 cm ) from the tumor ] metastasis vs. more distant metastasis [ lymph nodes at a distant location ( &gt ; 3 cm) ] , p = 0.016 ] . Bypass and stoma operation neither prolonged the survival nor improved the difficulty of swallowing compared with radiochemotherapy alone . Esophagectomy can achieve the best improvement of swallowing and the longest survival with an acceptable mortality rate . Esophageal carcinoma patients with T4 disease and distinct metastasis in the lymph nodes at a distant location ( &gt;3 cm ) from the primary tumor may not benefit from an esophageal resection .	activating invasion and metastasis
12357429	A key issue in the development of the central nervous system ( CNS ) is understanding the molecular mechanisms regulating cell number . The present study examines the role of CD81 ( previously known as TAPA , the target of the antiproliferative antibody ) in the control of brain size and glial cell number . CD81 is a member of the tetraspanin family of proteins . This group of small membrane proteins is associated with the regulation of cell migration and mitotic activity . Glial cells express CD81 , and antibodies directed against this protein suppress the mitotic activity of cultured cells . In this study , we examine the effects of the CD81 -/- mutation on the CNS of mature mice . These mice have extremely large brains , as much as 30% larger than the brains of wild-type ( +/+ ) littermates . The increase in brain weight is accompanied by an increase in the number astrocytes and microglia , whereas the number of neurons and oligodendrocytes in the CD81 -/- animals appears to be normal . When the CD81 -/- mutation is placed on different genetic backgrounds , there is a remarkable range in the penetrance of the null allele phenotype , demonstrating that the mutation can be affected by modifier loci . This work provides support for the role of CD81 in the regulation of astrocyte and microglial number , perhaps by regulating cell proliferation by a contact inhibition-dependent mechanism .	genomic instability and mutation;evading growth suppressors
12359748	We used cDNA-based genomic microarrays to examine DNA copy number changes in a panel of prostate tumors and found a previously undescribed amplicon on chromosome 17 containing a novel overexpressed gene that we termed prostate cancer gene 17 ( PRC17 ) . When overexpressed in 3T3 mouse fibroblast cells , PRC17 induced growth in low serum , loss of contact inhibition , and tumor formation in nude mice . The PRC17 gene product contains a GTPase-activating protein ( GAP ) catalytic core motif found in various Rab/Ypt GAPs , including RN-Tre . Similar to RN-Tre , we found that PRC17 protein interacts directly with Rab5 and stimulates its GTP hydrolysis . Point mutations that alter conserved amino acid residues within the PRC17 GAP domain abolished its transforming abilities , suggesting that GAP activity is essential for its oncogenic function . Whereas PRC17 is amplified in 15% of prostate cancers , it is highly overexpressed in approximately one-half of metastatic prostate tumors . The potent oncogenic activity of PRC17 is likely to influence the tumorigenic phenotype of these prostate cancers .	evading growth suppressors;genomic instability and mutation;activating invasion and metastasis
12359757	Hormone-independent tumor growth and metastasis are associated with increased mortality in human prostate cancer . In this study , we evaluate a potential role for ligand-mediated activation of HER2 receptor tyrosine kinase in androgen-independent prostate cancers . HER2 , HER3 , and epidermal growth factor receptor were detected in the androgen-independent cell line 22Rv1 . Heregulin stimulation results in receptor phosphorylation and cell proliferation that is inhibited by increasing concentrations of anti-HER2 recombinant humanized monoclonal antibody ( rhuMAb ) 2C4 . Furthermore , inhibition of tumor growth was observed in xenografts derived from 22Rv1 cells when treated with rhuMAb 2C4 in a dose-dependent manner . These studies provide a framework , both in vitro and in vivo , to examine the molecular mechanisms of ligand-driven HER2 activation in androgen-independent tumorigenesis .	sustaining proliferative signaling
12366810	We have previously reported the frequent occurrence of bile duct invasion by liver metastases from colorectal cancer . We found that patients with macroscopic intrabiliary cancer growth survive longer after hepatectomy than those without this feature . In the present study , we analyzed the clinicopathological features of primary colorectal cancer showing macroscopic intrabiliary extension of liver metastases . We reviewed 217 patients who underwent initial hepatic resection for colorectal liver metastasis between 1992 and 1998 , and analyzed the corresponding primary colorectal cancers clinicopathologically . Microscopic bile duct invasion was found in 89 of 217 cases ( 40.6% ) and , of these cases , 23 ( 10.6% ) had macroscopic intrabiliary extension . Histological sections of the corresponding primary colorectal cancer were available in eight ( group A ) of these 23 cases . These were compared with 20 cases , selected randomly , of colorectal cancer that did not show bile duct invasion and were diagnosed as liver metastases . These patients underwent hepatectomy during the same period as group A and were used as a control ( group B ) . The histology of the primary tumors revealed well-differentiated adenocarcinoma in 100% of group A and in 25% of group B. The average maximum diameter of the primary tumor was 5.32 cm in group A and 3.61 cm in group B. Venous invasion was detected in 25% of group A and in 90% of group B ( P &lt ; 0.01 ) , while the incidences of lymphatic vessel invasion and lymph node metastases were similar between the groups . These data suggest that macroscopic intrabiliary extension could be a good indicator of a unique subgroup of colorectal cancers showing less aggressive features even though they develop liver metastases . Careful histological evaluation is important even for metastatic tumors .	activating invasion and metastasis
12368953	Antithymocyte globulin is widely used before haematopoietic transplantation with HLA-matched unrelated donors or mismatched relatives to prevent rejection and graft-versus-host disease ( GVHD ) . However , optimal dosage is still under debate . Thirty-one consecutive children , mainly with haematological malignancies , were transplanted in a single institution with such donors , selected by HLA-A -B compatibility by serology and DRB1* by DNA typing . Antithymocyte globulin ( Thymoglobuline ; Sangstat ) was infused at days -3 , -2 , -1 . Total dosage varied : 16 patients received a median of 7.5 mg/kg ( 2.5 to 10.5 : low-dose group ) , and 15 a median of 15.5 mg/kg ( 14.4 to 19.4 : high-dose group ) . Post-transplant GVHD prophylaxis consisted of cyclosporine , short-course methotrexate and steroids . CD3(+) , CD4(+) and CD19(+) cell reconstitution was slower in the high-dose group . Median time to reach 100 CD4(+) cells was 8 months vs 4 months ( P = 0.03 ) . Median time to normal CD19(+) cells was 16 months vs 8 months ( P = 0.01 ) . CD16(+)CD56(+) and CD8(+) cell reconstitution was similar . Nine patients in the high-dose group and two in the low-dose group experienced life-threatening opportunistic infections ( P = 0.009 ) . Although obtained from a limited number of patients , our data suggest that a higher pre-graft dose of antithymocyte globulin may negatively influence immune reconstitution .	avoiding immune destruction
12370286	Human fibroblasts undergo cellular senescence after a finite number of divisions , in response to the erosion of telomeres . In addition to being terminally arrested in the cell cycle , senescent fibroblasts express genes that are normally induced upon wounding , including genes that remodel the extracellular matrix . We have identified the novel zinc finger protein APA-1 , whose expression increased in senescent human fibroblasts independent of telomere shortening . Extended passage , telomerase-immortalized fibroblasts had increased levels of APA-1 as well as the cyclin-dependent kinase inhibitor p16 . In fibroblasts , APA-1 was modified by the ubiquitin-like protein SUMO-1 , which increased APA-1 half-life , possibly by blocking ubiquitin-mediated degradation . Overexpression of APA-1 did not cause cell cycle arrest ; but , it induced transcription of the extracellular matrix-remodeling genes MMP1 and PAI2 , which are associated with fibroblast senescence . MMP1 and PAI2 transcript levels also increased in telomerase-immortalized fibroblasts that had high levels of APA-1 , demonstrating that the matrix-remodeling phenotype of senescent fibroblasts was not induced by telomere attrition alone . APA-1 was able to transactivate and bind to the MMP1 promoter , suggesting that APA-1 is a transcription factor that regulates expression of matrix-remodeling genes during fibroblast senescence .	enabling replicative immortality;sustaining proliferative signaling
12373297	Telomerase activity , a cardinal requirement for immortalization , is a crucial step in the development of cancer and has been studied in many kinds of malignant tumours for clinical diagnostic and/or prognostic utilities . Using a PCR-based TRAP assay , we investigated telomerase activity in 8 adenomatous polyps , 9 dysplastic polyps , and in 36 paired cancer-normal mucosa specimens , one liver and one spleen metastasis from patients resected for sporadic colorectal cancer . Telomerase was absent or very low in normal mucosa and in adenomatous polyps . Dysplastic polyps and adenocarcinoma samples showed telomerase activity , with higher levels in cancer tissues compared to dysplastic lesions . A high telomerase activity was shown to be associated with late-staged cancers and metastasis , providing arguments supporting the role of telomerase not only in the development but also in the progression of colorectal carcinoma . Moreover , telomerase evaluation may help to confirm the malignant transformation in polypoid colorectal lesions with different levels of dysplastic alterations .	activating invasion and metastasis
12373308	To search for potential biomarkers used to monitor the process of immortalization , we investigated the relative level of telomerase activity and other immortal phenotypes in the SHEE esophageal epithelial cell line . This human fetal esophageal epithelial cell line , induced by human papilloma virus ( HPV ) 18 E6E7 , was continually propagated over 100 passages . Fourteenth passage cells ( SHEE14 ) were cultured in a flask with a serum-free medium and continually cultured to the 30th passage ( SHEE30 ) . Cells of SHEE14 , SHEE20 and SHEE30 were examined according to cell morphology , cell cycle , apoptosis , contact-inhibition growth , anchorage- dependency , dose-dependency to epithelial growth factors ( EGF ) , telomerase activity and tumorigenicity . The SHEE14 cells exhibited good differentiation with contact-inhibition and anchorage-dependent growth . The SHEE20 cells exhibited increase of senescent and apoptotic cells , and difficulty in propagation . The SHEE30 cells exhibited a higher proliferative index and some undifferentiated cells , with weakened contact-inhibition and anchorage-dependent growth . The telomerase was activated in cells of SHEE30 , but not in SHEE14 and SHEE20 cells . The different response to dose-dependency to EGF was not statistically different in SHEE14 and SHEE30 . Three groups of cells displayed lack of tumor formation in nude mice . Compared with SHEE14 and SHEE20 , SHEE30 cells were of immortalized status with immortal phenotype , which consisted of telomerase activity , increase of cell proliferation , weakened contact-inhibition and anchorage-dependent growth , dose dependency to EGF and lack of tumor formation . From passage 14 to 30th passage , SHEE cells went through cellular senescence , apoptosis and immortalization . With a view toward diagnostic and biological aspects , telomerase activity is a crucial step and a cardinal requirement for immortalization . The telomerase activity and other immortal phenotypes are potential markers for monitoring the process of immortalization .	evading growth suppressors;enabling replicative immortality;resisting cell death
12376465	Nur77 is an orphan receptor . Although Nur77 affects cell proliferation and apoptosis through its capability of binding to a variety of response elements and regulating their transactivation activities , the intrinsic function of Nur77 is not yet fully understood ; in particular , its regulation of apoptosis and proliferation has been characterized as cell type-dependent and agent context-dependent . In this study , Nur77 can be seen to regulate apoptosis via its expression and translocation , rather than its transactivation activity in gastric cancer cells . Nur77 was constitutively expressed in BGC-823 cells . The tetradecanoylphorbol-1,3-acetate ( TPA ) treatment not only resulted in up-regulation of the Nur77 mRNA level , but also led to translocation of Nur77 protein from the nucleus to the mitochondria , and caused the release of cytochrome c . This TPA-induced translocation of Nur77 was in association with the initiation of apoptosis in gastric cancer cells . Although all-trans retinoic acid ( ATRA ) could not induce apoptosis in BGC-823 cells due to failure of stimulating Nur77 translocation , expression of Nur77 in the nucleus was required for cell growth inhibition by ATRA . Transfection of antisense Nur77 receptor into BGC-823 cells resulted in resistance of cell growth against ATRA inhibition , and the cells were still arrested in the S phase . Furthermore , the action of Nur77 in TPA-induced apoptosis was mediated through a protein kinase C signaling pathway , while mitogen-activated protein kinase and phosphatidylinositol 3-kinase signaling pathways were responsible for the regulation of Nur77 mRNA expression . Taken together , the data revealed the dual functioning mechanisms of Nur77 in gastric cancer cells in response to TPA and ATRA .	resisting cell death;sustaining proliferative signaling
12383904	BACKGROUND Intracystic papillary carcinoma ( IPC ) of the breast is a rare form of noninvasive breast cancer . An appreciation of associated pathology with IPC may be critical in surgical decision-making . METHODS The medical records of all patients with IPC treated between 1985 and 2001 were retrospectively reviewed . Three patient groups were identified according to the pathologic features of the primary tumor : IPC alone , IPC with associated ductal carcinoma in situ ( DCIS ) , and IPC with associated invasion with or without DCIS . Types of treatment and outcomes were compared between groups . RESULTS Forty patients were treated for IPC during the study period . Fourteen had pure IPC , 13 had IPC with DCIS , and 13 had IPC with invasion . The incidence of recurrence and the likelihood of dying of IPC did not differ between the three groups regardless of the type of surgery ( mastectomy or segmental mastectomy ) performed and whether radiation therapy was administered . The disease-specific survival rate was 100% . CONCLUSIONS When IPC is identified , it is frequently associated with DCIS and or invasion . Standard therapy should be based on associated pathology . The role of radiation therapy in pure IPC remains to be determined .	activating invasion and metastasis
12385002	Retinoic acid ( RA ) and its derivatives inhibit the proliferation of normal human mammary epithelial cells ( HMEC ) and some breast carcinoma lines by mechanisms which are not fully understood . To identify genes that mediate RA-induced cell growth arrest , an HMEC cDNA library was synthesized and subtractive screening was performed . We identified the interleukin-1beta ( IL-1beta ) gene as an RA induced gene in HMEC . Northern blot analyses showed that the IL-1beta gene was up-regulated as early as 2 h after RA treatment . Results from the treatment of HMEC with cycloheximide and actinomycin D indicated that the regulation of the IL-1beta gene by RA occurred at the transcriptional level and that the IL-1beta gene is a direct , downstream target gene of RA . To evaluate the effects of IL-1beta on cell proliferation , the proliferation of HMEC was measured in the presence of RA or IL-1beta , or both . Either RA or IL-1beta could significantly inhibit the proliferation of HMEC . However , the addition of soluble IL-1 receptor antagonist ( sIL-1ra ) to the cell culture medium did not block RA-induced HMEC growth inhibition , whereas sIL-1ra did block the growth inhibition of HMEC by IL-1beta . IL-1beta expression was not observed in the three carcinoma cell lines , MCF-7 , MDA-MB-231 , and MDA-MB-468 , as compared to the HMEC . Growth curves of the breast carcinoma cell lines showed strong inhibitory effects of RA and IL-1beta on the growth of the estrogen receptor ( ER ) positive MCF-7 cell line , but only a small effect on the ER negative MDA-MB-231 cells . The expression of the IL-1beta gene was also transcriptionally activated by RA in normal epithelial cells of prostate and oral cavity . Our results suggest that : ( a ) the IL-1beta gene is a primary target of RA receptors in HMEC ; ( b ) the enhanced expression of the IL-1beta gene does not mediate the RA-induced growth arrest of HMEC ; and ( c ) the expression of the IL-1beta gene is low or absent in all three human breast carcinoma cell lines examined , but the defect in the IL-1beta signaling pathway may be different in ER positive versus ER negative carcinoma cells .	sustaining proliferative signaling
12386826	Genetic immunotherapy with tumor antigen gene-modified dendritic cells ( DC ) generates robust immunity , although antitumor protection is not complete in all models . Previous experience in a model in which C57BL/6 mice immunized with DC transduced with adenoviral vectors expressing MART-1 demonstrated a 20-40% complete protection to a tumor challenge with B16 melanoma cells . Tumors that did develop in immunized mice had slower growth kinetics compared to tumors implanted in naï¿½ve mice . In the present study , we wished to determine if the supraphysiological production of the Th1-skewing cytokine interleukin-12 ( IL-12 ) could enhance immune activation and antitumor protection in this model . In a series of experiments immunizing mice with DC cotransduced with MART-1 and IL-12 , antitumor protection and antigen-specific splenocyte cytotoxicity and interferon gamma production inversely correlated with the amount of IL-12 produced by DC . This adverse effect of IL-12 could not be explained by a direct cytotoxic effect of natural killer cells directed towards DC , nor the production of nitric oxide leading to down-regulation of the immune response - the two mechanisms previously recognized to explain immune-suppressive effects of IL-12-based vaccine therapy . In conclusion , in this animal model , IL-12 production by gene-modified DC leads to a cytokine-induced dose-dependent inhibition of antigen-specific antitumor protection .	avoiding immune destruction
12387751	2,3,7,8-tetrachlorodibenzo-p-dioxin ( TCDD ) is the most potent tumor promoter ever tested in rodents . Although it is known that most of TCDD actions are mediated by binding to the aryl hydrocarbon receptor ( AhR ) , the mechanisms leading to tumor promotion still remain to be elucidated . Loss of contact inhibition is one characteristic hallmark in tumorigenesis . In rat liver epithelial WB-F344 cells , TCDD induces a release from contact inhibition , which is manifested by a twofold increase in cell number when TCDD ( 1 nM for 48 h ) is added to confluent cells in the presence of serum , but not when given to exponentially growing or subconfluent , serum-deprived WB-F344 cells . Loss of G1 arrest was also shown by flow cytometric analysis . We demonstrate that TCDD treatment significantly increases cyclin D2 and cyclin A protein levels and show by immunofluorescence that these proteins accumulate in the nucleus . Although TCDD treatment leads to a strong increase in cyclin D2/cdk4 and cyclin A/cdk2 complex formation , we could only detect an elevation of cyclin A/cdk2 activity . In accordance with a lack of elevated cdk4 activity , no decrease in the amount of hypophosphorylated retinoblastoma protein could be shown after TCDD treatment . The importance of increased cyclin A/cdk2 activity for TCDD-dependent release from contact inhibition was shown by the fact that the cdk2/cdc2-specific inhibitor olomoucine ( 25 microM ) abolished TCDD response . These data indicate cyclin A-dependent loss of G1 arrest after TCDD treatment mainly downstream of the retinoblastoma protein .	evading growth suppressors;sustaining proliferative signaling
12392158	Retinoblastoma ( Rb ) is the most common intraocular tumor of childhood . In this study we examined primary Rb specimens and Rb cell lines for the expression of immunoglobulin superfamily ( IgSF ) antigens : MHC class I and II ( MHC-I and MHC-II ) , neural cell adhesion molecule ( NCAM ) , intercellular adhesion molecule-1 ( ICAM-1 ) , and Thy-1 , which play an important role in immune system and tumor cell interactions . MHC-I and-II , ICAM-1 ( CD54 ) , NCAM ( CD56 ) , and Thy-1 ( CDw90 ) immunoreactivity was studied in eight primary Rb biopsy specimens using immunohistochemistry , three using immunoelectron microscopy , and six Rb cell lines using flow cytometry ( FCM ) . Parenchymal and vascular-associated cells , phenotypically similar to retinal microglia , strongly expressed MHC-II immunoreactivity and were distributed throughout primary Rb specimens . However , MHC-II expression on Rb cell lines was similar to nonspecific control levels . Tumor cells in primary Rb specimens displayed high NCAM , moderate Thy-1 , and low MHC-I and ICAM-1 immunolabeling . Tumor vasculature expressed low to moderate MHC-I and ICAM-1 immunoreactivity and moderate Thy-1 immunoreactivity . NCAM was not detected on the vasculature of primary Rb specimens . Rb cell lines displayed variable expression of Thy-1 , ICAM-1 , and MHC-I . NCAM was highly expressed on five of six Rb cell lines . The high levels of constitutive NCAM immunoreactivity on Rb tumor cells confirm the neuroectodermal origins of this tumor . Additionally , the variable expression of Thy-1 may suggest separate neural lineages or differences in the maturational status ofsome Rb tumors . The presence of a population of infiltrating MHC-II-positive cells in primary Rb tumors has implications for immunomodulation of Rb growth .	avoiding immune destruction
12393401	We have previously reported that stressed apoptotic tumor cells are more immunogenic in vivo than nonstressed ones . Using confocal microscopy we have confirmed our previous observation that heat-stressed apoptotic 12B1-D1 leukemia cells ( BCR-ABL(+) ) express HSP60 and HSP72 on their surface . To explore how the immune system distinguishes stressed from nonstressed apoptotic tumor cells , we analyzed the responses of dendritic cells to these 2 types of apoptotic cells . We found that nonstressed and heat-stressed apoptotic 12B1-D1 cells were taken up by dendritic cells in a comparable fashion . However , when stressed apoptotic 12B1-D1 cells were coincubated with immature dendritic cells for 24 hours , this resulted in greater up-regulation of costimulatory molecules ( CD40 , CD80 , and CD86 ) on the surface of dendritic cells . Moreover , stressed apoptotic 12B1-D1 cells were more effective in stimulating dendritic cells to secrete interleukin-12 ( IL-12 ) and in enhancing their immunostimulatory functions in mixed leukocyte reactions . Furthermore , we demonstrated that immunization of mice with stressed apoptotic 12B1-D1 cells induced the secretion of T helper-1 ( T(H)1 ) profile of cytokines by spleen cells . Splenocytes from mice immunized with stressed apoptotic cells , but not nonstressed ones , were capable of lysing 12B1-D1 and the parental 12B1 line , but not a B-cell leukemia line , A20 . Our data indicate that stressed apoptotic tumor cells are capable of providing the necessary danger signals , likely through increased surface expression of heat shock proteins ( HSPs ) , resulting in activation/maturation of dendritic cells and , ultimately , the generation of potent antitumor T-cell responses .	avoiding immune destruction;resisting cell death
12408370	Hormone replacement therapy , which is a common menopausal treatment , is contraindicated in women with breast cancers due to concerns regarding the potential for breast cell proliferation . As such , there is a need for alternative methods for treating menopausal symptoms . To determine the influence of one such alternative , black cohosh ( Cimicifuga racemosa [ CR] ) , on estrogen-dependent mammary cancers , we conducted an in vitro investigation of the effect of an isopropanolic CR-extract on the proliferation of estrogen receptor-positive breast cancer cells . The experiments were performed using the human breast adenocarcinoma ( MCF-7 ) cell test system , an established in vitro model for estrogen-dependent tumors . The influence of CR-extract on the proliferation of the MCF-7 cells was determined by measuring the incorporation of radioactively labeled thymidine . Under estrogen-deprived conditions , the CR-extract ( 10(-3)-10(-5) dilutions ) significantly inhibited MCF-7 cell proliferation . Additionally , application of the CR-extract inhibited estrogen-induced proliferation of MCF-7 cells . Moreover , the proliferation-inhibiting effect of tamoxifen was enhanced by the CR-extract . Such data that suggest a non-estrogenic , or estrogen-antagonistic effect of CR on human breast cancer cells lead to the conclusion that CR treatment may be a safe , natural remedy for menopausal symptoms in breast cancer .	sustaining proliferative signaling
12409831	INTRODUCTION AND AIMS The survival of pancreatic cancer patients with portal vein resection is extremely poor due to the high incidence of liver metastasis . The occurrence of liver metastasis is decreased by locoregional arterial infusion after pancreatic surgery . Chemosensitivity tests can provide the basis for individualized chemotherapy in each patient and predict the clinical response . Therefore , the current study was designed to clarify whether locoregional chemotherapy based on the results of chemosensitivity tests has the clinical effects of preventing liver metastasis and improving survival for patients with portal vein resection . METHODOLOGY The resected specimens from 40 of 47 patients with resection of pancreatic cancer were assessed for chemosensitivity to various anticancer drugs . Fourteen patients underwent portal vein resection due to direct invasion , and nine of these patients received intra-arterial adjuvant chemotherapy on the basis of the results of MTT assay to prevent liver metastasis . The remaining five patients received no chemotherapy . RESULTS None of the patients who received intra-arterial chemotherapy had liver metastasis , and this group of patients had improved survival . The mean survival of patients with intra-arterial chemotherapy was significantly longer than that of patients without chemotherapy ( 25.6 months with chemotherapy versus 9.4 months without chemotherapy ) . CONCLUSION A pilot study of postoperative intra-arterial chemotherapy showed the reduction of liver metastasis and improvement of survival among pancreatic cancer patients with portal vein resection .	activating invasion and metastasis
12415261	Tumor cells are elusive targets for immunotherapy due to their heterogeneity and genetic instability . Here we describe a novel , oral DNA vaccine that targets stable , proliferating endothelial cells in the tumor vasculature rather than tumor cells . Targeting occurs through upregulated vascular-endothelial growth factor receptor 2 ( FLK-1 ) of proliferating endothelial cells in the tumor vasculature . This vaccine effectively protected mice from lethal challenges with melanoma , colon carcinoma and lung carcinoma cells and reduced growth of established metastases in a therapeutic setting . CTL-mediated killing of endothelial cells indicated breaking of peripheral immune tolerance against this self antigen , resulting in markedly reduced dissemination of spontaneous and experimental pulmonary metastases . Angiogenesis in the tumor vasculature was suppressed without impairment of fertility , neuromuscular performance or hematopoiesis , albeit with a slight delay in wound healing . Our strategy circumvents problems in targeting of genetically unstable tumor cells . This approach may provide a new strategy for the rational design of cancer therapies .	activating invasion and metastasis;avoiding immune destruction;inducing angiogenesis
12417717	The INK4a/ARF tumor suppressor locus is implicated in the senescence-like growth arrest provoked by oncogenic Ras in primary cells . INK4a and ARF are distinct proteins encoded by transcripts in which a shared exon is decoded in alternative reading frames . Here we analyze dermal fibroblasts ( designated Q34 ) from an individual carrying independent missense mutations in each copy of the common exon . Both mutations alter the amino acid sequence of INK4a and functionally impair the protein , although they do so to different degrees . Only one of the mutations affects the sequence of ARF , causing an apparently innocuous change near its carboxy terminus . Unlike normal human fibroblasts , Q34 cells are not permanently arrested by Ras or its downstream effectors Ets1 and Ets2 . Moreover , ectopic Ras enables the cells to grow as anchorage-independent colonies , and in relatively young Q34 cells anchorage independence can be achieved without addition of telomerase or perturbation of the p53 pathway . Whereas ARF plays the principal role in Ras-induced arrest of mouse fibroblasts , our data imply that INK4a assumes this role in human fibroblasts .	genomic instability and mutation
12420227	Using standard culture conditions , primary human mammary epithelial cells ( HMECs ) undergo a premature , transient growth arrest termed M0 ( mortality stage 0 ) after 10-15 population doublings in vitro . It has been reported that emergence from this growth arrest by the abrogation of p16(INK4a) , a cyclin-dependent kinase inhibitor , and expression of the catalytic component of human telomerase ( hTERT ) are necessary for HMEC immortalization . Here we show that primary HMECs , grown on feeder layers , do not undergo this growth arrest and can be immortalized without abrogating p16 . These findings support the concept that the so-called M0 stage represents a cell culture stress-induced growth arrest and that hTERT is sufficient to immortalize HMECs when cultured under adequate conditions .	enabling replicative immortality
12426565	Optimal lymphocyte activation requires the simultaneous engagement of stimulatory and costimulatory receptors . Stimulatory immunoreceptors are usually composed of a ligand-binding transmembrane protein and noncovalently associated signal-transducing subunits . Here , we report that alternative splicing leads to two distinct NKG2D polypeptides that associate differentially with the DAP10 and KARAP ( also known as DAP12 ) signaling subunits . We found that differential expression of these isoforms and of signaling proteins determined whether NKG2D functioned as a costimulatory receptor in the adaptive immune system ( CD8+ T cells ) or as both a primary recognition structure and a costimulatory receptor in the innate immune system ( natural killer cells and macrophages ) . This strategy suggests a rationale for the multisubunit structure of stimulatory immunoreceptors .	avoiding immune destruction
