pmid	text	labels
34368407	Potential drug leads for SARS-CoV2 from phytochemicals of Aerva lanata: a Machine Learning approach. COVID-19 outbreak is the recently reported worldwide pandemic threat. As part of our interventions with machine learning and molecular simulation approaches, we report the inhibitory effect of thirty compounds reported from the sacred plant Aerva lanata. The predicted activity of the screened ligands are comparable with the one of the present medication, hydroxy chloroquine (HCQ), on the main protease (PDB:6YB7) of SARS-CoV-2. Our studies pointed out the effectiveness of the plant with twenty seven compounds having potential activity against the main protease compared to the reference HCQ. The robustness of some of the phytochemicals such as ervoside, which is only present in Aerva lanata computed to have very high anticoronavirus activity. The results are indicative of potential natural antivirus source, which subsidizes in thwarting the invasion of coronavirus into the human body. Many phytochemicals which are computed to be effective towards SARS-CoV-2 in this study are used as drugs for various other diseases. Perhaps these compounds could be attractive for the management of COVID-19, but clinical trials must be performed in order to validate this observation.	Mechanism;Treatment
34225188	Increased incidence of post-operative respiratory failure in patients with pre-operative SARS-CoV-2 infection. OBJECTIVE: While studies have reported increased post-operative pulmonary complications with SARS-CoV-2 infection, many are limited by use of historical controls or focus on less severe respiratory complications. We characterized the association between pre-operative SARS-CoV-2 infection and post-operative respiratory failure (PORF). DESIGN AND SETTING: This was a single center retrospective cohort study in New York City between March 14-June 14, 2020. PATIENTS: Exclusion criteria were age < 18-years, obstetric procedures, absence of SARS-CoV-2 PCR testing, and pre-operative respiratory failure. A total of 778 patients met criteria, of which 87 had SARS-CoV-2. MEASUREMENTS: The primary outcome, PORF, included inability to extubate for >/=24 h or unplanned re-intubation within 5 days. Multiple exposures were measured including SARS-CoV-2 infection 4 weeks before or 5 days after surgery. Multivariable logistic regression was performed to adjust for pre-operative hypoxemia, oxygen use, and pneumonia as well as tachycardia, gender, Charlson Comorbidity Index (CCI), Surgical Mortality Probability Model (S-MPM) index, and peri-operative blood transfusion. MAIN RESULTS: SARS-CoV patients had higher CCI (P = 0.007) and S-MPM scores (P = 0.02). The incidence of PORF was 16% versus 7% in uninfected comparators (P = 0.001). Amongst infected individuals, 39% exhibited symptoms of COVID-19 and PORF was more common in these patients compared to asymptomatic individuals (26% vs. 9%, P = 0.04). Adjusted analysis revealed increased odds of PORF with infection (OR 2.8, 95% CI 1.2-6.2). This persisted even when adjusting for probable mediators such as pre-operative hypoxemia. Infected patients also demonstrated increased adjusted odds of 30-day mortality (OR 3.5, 95% CI 1.4-9.1). CONCLUSIONS: Detection of SARS-CoV-2 infection within 4 weeks before or 5 days after surgery is associated with increased odds of 5-day PORF and 30-day mortality. This supports delaying elective surgery, but questions remain regarding the applicability of this recommendation for asymptomatic patients needing urgent or semi-urgent procedures such as oncologic surgery.	Diagnosis;Treatment
34221930	Current and New Drugs for COVID-19 Treatment and Its Effects on the Liver. Corona virus disease (COVID)-19 is caused by the novel severe acute respiratory syndrome coronavirus-2 (commonly referred to as SARS-CoV-2). In March 2020, the World Health Organization declared the COVID-19 outbreak a pandemic. Though the target organ for the virus is primarily the lungs, with the recent understanding of the pathobiology of this disease and the immune dysregulation associated with it, it is now clear that COVID-19 affects multiple organ systems. Several drugs and therapies have been tried or repurposed to combat the wrath posed by this disease. On October 22, 2020, the USA Food and Drug Administration approved remdesivir for use in adults and pediatric patients (12 years of age and older). Several of the drugs being tried against COVID-19 have hepatotoxicity as their potential side effect. This review aims to provide the latest insights on various drugs being used in the treatment of COVID-19 and their effects on the liver.	Treatment
34228096	Risk of missing colorectal cancer with a COVID-adapted diagnostic pathway using quantitative faecal immunochemical testing. BACKGROUND: COVID-19 has brought an unprecedented challenge to healthcare services. The authors' COVID-adapted pathway for suspected bowel cancer combines two quantitative faecal immunochemical tests (qFITs) with a standard CT scan with oral preparation (CT mini-prep). The aim of this study was to estimate the degree of risk mitigation and residual risk of undiagnosed colorectal cancer. METHOD: Decision-tree models were developed using a combination of data from the COVID-adapted pathway (April-May 2020), a local audit of qFIT for symptomatic patients performed since 2018, relevant data (prevalence of colorectal cancer and sensitivity and specificity of diagnostic tools) obtained from literature and a local cancer data set, and expert opinion for any missing data. The considered diagnostic scenarios included: single qFIT; two qFITs; single qFIT and CT mini-prep; two qFITs and CT mini-prep (enriched pathway). These were compared to the standard diagnostic pathway (colonoscopy or CT virtual colonoscopy (CTVC)). RESULTS: The COVID-adapted pathway included 422 patients, whereas the audit of qFIT included more than 5000 patients. The risk of missing a colorectal cancer, if present, was estimated as high as 20.2 per cent with use of a single qFIT as a triage test. Using both a second qFIT and a CT mini-prep as add-on tests reduced the risk of missed cancer to 6.49 per cent. The trade-off was an increased rate of colonoscopy or CTVC, from 287 for a single qFIT to 418 for the double qFIT and CT mini-prep combination, per 1000 patients. CONCLUSION: Triage using qFIT alone could lead to a high rate of missed cancers. This may be reduced using CT mini-prep as an add-on test for triage to colonoscopy or CTVC.	Diagnosis;Prevention
34333726	Twelve Months with COVID-19: What Gastroenterologists Need to Know. Corona virus disease-19 (COVID-19) is the latest global pandemic. COVID-19 is mainly transmitted through respiratory droplets and, apart from respiratory symptoms, patients often present with gastrointestinal symptoms and liver involvement. Given the high percentage of COVID-19 patients that present with gastrointestinal symptoms (GIS), in this review, we report a practical up-to-date reference for the physician in their clinical practice with patients affected by chronic gastrointestinal (GI) diseases (inflammatory bowel disease, coeliac disease, chronic liver disease) at the time of COVID-19. First, we summarised data on the origin and pathogenetic mechanism of SARS-CoV-2. Then, we performed a literature search up to December 2020 examining clinical manifestations of GI involvement. Next, we illustrated and summarised the most recent guidelines on how to adhere to GI procedures (endoscopy, liver biopsy, faecal transplantation), maintaining social distance and how to deal with immunosuppressive treatment. Finally, we focussed on some special conditions such as faecal-oral transmission and gut microbiota. The rapid accumulation of information relating to this condition makes it particularly essential to revise the literature to take account of the most recent publications for medical consultation and patient care.	Diagnosis;Mechanism;Treatment
34220199	Structure and Function of Major SARS-CoV-2 and SARS-CoV Proteins. SARS-CoV-2 virus, the causative agent of COVID-19 pandemic, has a genomic organization consisting of 16 nonstructural proteins (nsps), 4 structural proteins, and 9 accessory proteins. Relative of SARS-CoV-2, SARS-CoV, has genomic organization, which is very similar. In this article, the function and structure of the proteins of SARS-CoV-2 and SARS-CoV are described in great detail. The nsps are expressed as a single or two polyproteins, which are then cleaved into individual proteins using two proteases of the virus, a chymotrypsin-like protease and a papain-like protease. The released proteins serve as centers of virus replication and transcription. Some of these nsps modulate the host's translation and immune systems, while others help the virus evade the host immune system. Some of the nsps help form replication-transcription complex at double-membrane vesicles. Others, including one RNA-dependent RNA polymerase and one exonuclease, help in the polymerization of newly synthesized RNA of the virus and help minimize the mutation rate by proofreading. After synthesis of the viral RNA, it gets capped. The capping consists of adding GMP and a methylation mark, called cap 0 and additionally adding a methyl group to the terminal ribose called cap1. Capping is accomplished with the help of a helicase, which also helps remove a phosphate, two methyltransferases, and a scaffolding factor. Among the structural proteins, S protein forms the receptor of the virus, which latches on the angiotensin-converting enzyme 2 receptor of the host and N protein binds and protects the genomic RNA of the virus. The accessory proteins found in these viruses are small proteins with immune modulatory roles. Besides functions of these proteins, solved X-ray and cryogenic electron microscopy structures related to the function of the proteins along with comparisons to other coronavirus homologs have been described in the article. Finally, the rate of mutation of SARS-CoV-2 residues of the proteome during the 2020 pandemic has been described. Some proteins are mutated more often than other proteins, but the significance of these mutation rates is not fully understood.	Mechanism
34290872	Unprovoked serotonin syndrome-like presentation of SARS-CoV-2 infection: A small case series. Clinicians and researchers have reported an array of neurological abnormalities in coronavirus disease 2019 (COVID-19), and while serotonin excess has been observed we are unaware of reports of central nervous system serotonin toxicity in COVID-19. We present two cases that resemble serotonin syndrome in COVID-19, but without identifiable inciting medications. A 54-year-old with multiple sclerosis and diabetes mellitus presented with altered mental status. His altered sensorium was attributed to diabetic ketoacidosis, but his condition quickly deteriorated with fever to 105 degrees Fahrenheit, rigidity in all extremities, inducible clonus, and hyperreflexia. He was intubated and was treated for possible meningitis and seizure. Neurologic workup was negative for acute pathology. Despite acetaminophen, his core temperature remained elevated to 105 degrees Fahrenheit. He was treated with external cooling and cyproheptadine and within 48 h, his fever, rigidity, hyperreflexia, and clonus resolved. He was extubated and discharged home on day 14. A 72-year-old with hyperlipidemia was admitted with tremors, 4 days after testing positive for COVID-19. His symptoms rapidly worsened, and he was transferred to the Intensive Care Unit on day 3 in extremis, febrile to 104.4 degrees Fahrenheit, heart rate of 180 beats per minute, and apparent whole body myoclonus. He was intubated and developed fever refractory to acetaminophen requiring external cooling. Extensive neurologic workup was negative. He received cyproheptadine and slowly improved. He was extubated and discharged to rehab on day 11. These cases represent a unique presentation in COVID-19 that must be considered and requires a high index of suspicion.	Case Report
34215120	Catalytic hairpin DNA assembly-based chemiluminescent assay for the detection of short SARS-CoV-2 target cDNA. Colorimetric sensors are recognized as a promising means for target molecule detection as they provide rapid, cost-effective, and facile sensing visible to the naked eye. Challenges remain though in terms of their detection sensitivity and specificity for short-length target genes. Herein, we demonstrate the successful combination of the catalytic hairpin DNA assembly (CHA) approach with enzyme-linked immunosorbent assay (ELISA)-mimicking techniques for a simple, sensitive, and sequence-specific colorimetric assay to detect short SARS-CoV-2 target cDNA. In the developed CHA-based chemiluminescent assay, a low concentration of target cDNA is continuously recycled to amplify dimeric DNA probes from two biotinylated hairpin DNA until the hairpin DNA is completely consumed. The dimeric DNA probes are effectively immobilized in a neutravidin-coated microplate well and then capture neutravidin-conjugated horseradish peroxidase via biotin-neutravidin interactions, resulting in a sensitive and selective colorless-to-blue color change. The developed sensing system exhibits a high sensitivity with a detection limit of ~1 nM for target cDNA as well as the ability to precisely distinguish a single-base mismatched mutant gene within 2 h. As the proposed system does not require complex protocols or expensive equipment to amplify target cDNA, it has the potential to be utilized as a powerful tool to improve the detection sensitivity of target genes for clinical diagnostics with colorimetric detection.	Diagnosis
34202098	"How Do Enveloped Viruses Exploit the Secretory Proprotein Convertases to Regulate Infectivity and Spread? Inhibition of the binding of enveloped viruses surface glycoproteins to host cell receptor(s) is a major target of vaccines and constitutes an efficient strategy to block viral entry and infection of various host cells and tissues. Cellular entry usually requires the fusion of the viral envelope with host plasma membranes. Such entry mechanism is often preceded by ""priming"" and/or ""activation"" steps requiring limited proteolysis of the viral surface glycoprotein to expose a fusogenic domain for efficient membrane juxtapositions. The 9-membered family of Proprotein Convertases related to Subtilisin/Kexin (PCSK) serine proteases (PC1, PC2, Furin, PC4, PC5, PACE4, PC7, SKI-1/S1P, and PCSK9) participate in post-translational cleavages and/or regulation of multiple secretory proteins. The type-I membrane-bound Furin and SKI-1/S1P are the major convertases responsible for the processing of surface glycoproteins of enveloped viruses. Stefan Kunz has considerably contributed to define the role of SKI-1/S1P in the activation of arenaviruses causing hemorrhagic fever. Furin was recently implicated in the activation of the spike S-protein of SARS-CoV-2 and Furin-inhibitors are being tested as antivirals in COVID-19. Other members of the PCSK-family are also implicated in some viral infections, such as PCSK9 in Dengue. Herein, we summarize the various functions of the PCSKs and present arguments whereby their inhibition could represent a powerful arsenal to limit viral infections causing the present and future pandemics."	Mechanism;Treatment
34224078	SARS-CoV-2 seroepidemiological study in healthcare workers and discordant results using seven different diagnostic methods. The aim of the study was to access the SARS-CoV-2 antibody seroprevalence in healthcare workers (HCWs) of a tertiary pediatric hospital after the first wave of the pandemic and to compare the results among seven commercially available antibody detection assays, including chemiluminescence (CMIA), electroluminescence (ECLIA), Epsilonnzyme-Linked Immunosorbent Assay (ELISA), and rapid immunochromatography (RIC). SARS-CoV-2 antibody detection was performed in serum samples of 1216 HCWs, using a reference CMIA assay and 8/1216 (0.66%) were detected positive. Positive serum samples were further tested with other assays; however, only one sample was positive by all tests. The rest 7 cases were negative with ECLIA and ELISA and gave discordant results with RIC test. Six months later, new serum samples of seropositive HCWs were analyzed with the same 7 tests, with inconsistent results again. Identification of reliable SARS-CoV-2 antibody tests is important to determine the actual number of past infections, the duration of antibodies, and guide public health decisions.	Diagnosis
34226884	Physician Satisfaction With Telemedicine During the COVID-19 Pandemic: The Mayo Clinic Florida Experience. Objective: To evaluate physician perceptions and attitudes toward telemedicine use at a tertiary care academic institution in northeast Florida during the coronavirus disease 2019 pandemic. Patients and Methods: An anonymous 38-question cross-sectional survey was developed using Qualtrics survey software (Qualtrics) and e-mailed to all staff physicians from all specialty disciplines at Mayo Clinic in Florida. The survey was open from August 17, 2020, through September 1, 2020. Collected data included general demographic characteristics and employment information, attitude and experience with telemedicine use before and during the coronavirus disease 2019 pandemic, perception of patients' experience, and the effect of telemedicine on burnout. Results: The survey was distributed to 529 eligible physicians at our institution, with 103 physicians responding (20%). The distribution of specialties was 22% primary care specialties, 41% other internal medicine subspecialties, and 18% surgical specialties. Collectively, 63% found comparable quality of care when provided virtually (vs in-person) whereas 80% perceived telemedicine as cost-effective. A total of 76% of physicians felt that telemedicine increased flexibility and control over patient care activities, with 36% reporting improved work-life balance and 30% reporting improved burnout symptoms. Overall, 42% preferred using telemedicine over in-person visits when possible. Conclusion: Physicians generally had positive attitudes regarding the adoption of telemedicine and perceived that the quality of health care delivery as generally comparable to in-person care. Future studies are needed to explore attitudes regarding telemedicine after the pandemic and how this virtual technology may be further used to improve physicians' professional and personal well-being.	Prevention
34229034	Safety and structural integrity of N95/PFF2 respirators decontamination. BACKGROUND: COVID-19 is caused by the SARS-CoV-2 virus, an emerging respiratory pathogen. The work environment represents a high-risk factor for health professionals. Given the scarcity of protective personal equipment due to global demand, decontamination and reuse studies should be carried out. Thus, the aim of this study was to evaluate the safety of a method of decontamination of N95/PFF2 respirators, especially regarding structural integrity. METHODS: N95/PFF2 respirators were subjected to hydrogen peroxide decontamination and analyzed using scanning electron microscopy and thermogravimetric analysis. Seven respirators of the same brand and lot were used, one being a control and the other six subjected to decontamination process. As for the sealing, a qualitative test was applied, in order to identify the changes in the structure that could damage the sealing of respirators. RESULTS: Indicated that the fiber morphology in all layers was not affected by the six decontamination cycles. Also, the thermal stability in the different layers was very similar. Fit testing showed that the respiradors submitted to all cycles of decontamination were approved. CONCLUSIONS: Thus, it is possible to conclude that the hydrogen peroxide decontamination method is effective, since it does not alter the physical properties of the respirators.	Prevention
34205306	Predictors of COVID-19-Related Perceived Improvements in Dietary Health: Results from a US Cross-Sectional Study. The COVID-19 pandemic resulted in substantial lifestyle changes. No US study has identified predictors of perceived dietary healthfulness changes during the pandemic period. This study included analyses of lifestyle and dietary healthfulness changes using 958 survey responses from US primary household food purchasers. Information was collected related to demographics, COVID-19-related household changes, and health-related habits before and during the pandemic. Binary logistic regression identified predictors of perceived increase in dietary healthfulness during the pandemic period. Overall, 59.8%, 16.4%, and 23.4% of participants reported that their eating habits likely changed, may have changed, and likely did not change, respectively. Of the participants whose dietary habits likely or may have changed, 64.1%, 16.8%, and 19% reported healthier, neither healthier nor less healthy, and less healthy eating habits, respectively. COVID-19-related income loss, more meals consumed with household members in front of the television, an increase in food advertisement exposure, increased perceived stress, and better perceived current health were significant predictors of a perceived increase in dietary healthfulness. Overall, dietary habits were perceived to become healthier during the pandemic. The predictors of perceived improvement in dietary healthfulness were surprising and indicate the need for further study of these factors in crisis and noncrisis situations.	Prevention
34199900	Using Bus Ticketing Big Data to Investigate the Behaviors of the Population Flow of Chinese Suburban Residents in the Post-COVID-19 Phase. Large-scale population movements can turn local diseases into widespread epidemics. Grasping the characteristic of the population flow in the context of the COVID-19 is of great significance for providing information to epidemiology and formulating scientific and reasonable prevention and control policies. Especially in the post-COVID-19 phase, it is essential to maintain the achievement of the fight against the epidemic. Previous research focuses on flight and railway passenger travel behavior and patterns, but China also has numerous suburban residents with a not-high economic level; investigating their travel behaviors is significant for national stability. However, estimating the impacts of the COVID-19 for suburban residents' travel behaviors remains challenging because of lacking apposite data. Here we submit bus ticketing data including approximately 26,000,000 records from April 2020-August 2020 for 2705 stations. Our results indicate that Suburban residents in Chinese Southern regions are more likely to travel by bus, and travel frequency is higher. Associated with the economic level, we find that residents in the economically developed region more likely to travel or carry out various social activities. Considering from the perspective of the traveling crowd, we find that men and young people are easier to travel by bus; however, they are exactly the main workforce. The indication of our findings is that suburban residents' travel behavior is affected profoundly by economy and consistent with the inherent behavior patterns before the COVID-19 outbreak. We use typical regions as verification and it is indeed the case.	Prevention
34218402	Pharmacists' involvement in COVID-19 vaccination across Europe: a situational analysis of current practice and policy. One year since the emergence of the COVID-19 pandemic, rapid response measures have been implemented internationally to mitigate the spread of the virus. Following rapid and successful pre-clinical and human trials, several vaccines have been authorised for use across Europe through the European Medicines Agency and national regulatory authorities. Clinical trials have shown promising results including important reductions in disease severity, hospitalisation and mortality. In order to maximise the public health benefit of available vaccines, there is a pressing need to vaccinate a large proportion of the population. Internationally, this has prompted coordination of existing services at enormous scale, and development and implementation of novel vaccination strategies to ensure maximum inoculation over the shortest possible timeframe. Pharmacists are being promoted as healthcare professionals that enhance roll-out of COVID-19 vaccination programmes. This paper aims to summarise current policy and practice in relation to pharmacists' involvement in COVID-19 vaccination in 13 countries across Europe.	Prevention
34291525	"Genetic counseling, virtual visits, and equity in the era of COVID-19 and beyond. Overnight, as a result of the COVID-19 pandemic, telehealth rapidly transitioned from limited application to widespread implementation. The field of genetic counseling was well positioned to make this transition to virtual care since there is generally less of a need for patients to be seen in-person for physical exams or urgent care. Going forward, virtual visits will presumably become a mainstay in the provision of genetic services and it is anticipated that clinics will adopt ""hybrid"" models with both in-person and virtual visit options. This commentary highlights the successes and challenges in the rapid implementation of virtual visits, focusing on who has benefited versus who has been challenged or left behind. We also discuss genetic testing considerations, including the additional steps required for patients and clinicians when testing is ordered outside of the clinical setting, which can result in delays or a lack of testing altogether. Future research considerations are presented to address the needs among the most vulnerable and help ensure equitable access and benefit."	Prevention
34352474	COVID-19, the first pandemic in the post-genomic era. The scale of the international efforts to sequence SARS-CoV-2 genomes is unprecedented. Early availability of genomes allowed rapid characterisation of the virus, thus kickstarting many highly successful vaccine development programmes. Worldwide genomic resources have provided a good understanding of the pandemic, supported close monitoring of the emergence of viral genomic diversity and pinpointed those sites to prioritise for functional characterisation. Continued genomic surveillance of global viral populations will be crucial to inform the timing of vaccine updates so as to pre-empt the spread of immune escape lineages. While genome sequencing has provided us with an exceptionally powerful tool to monitor the evolution of SARS-CoV-2, there is room for further improvements in particular in the form of less heterogeneous global surveillance and tools to rapidly identify concerning viral lineages.	Mechanism
34371208	Acute disseminated encephalomyelitis and COVID-19: A systematic synthesis of worldwide cases. Acute disseminated encephalomyelitis (ADEM) has been reported after coronavirus disease 2019 (COVID-19). In this review, we systematically included worldwide reported cases on this association. We included 30 case reports (pediatric and adults) and explored epidemiological and clinical evidence. We described time to diagnosis, clinical, imaging, and laboratory features, response to treatment regimens, and differences regarding severity. Also, an original case report was presented. Neurologists must be alert to the occurrence of multifocal neurological symptoms with or without encephalopathy in patients recovered from COVID-19. Timely MRI studies should be performed to establish the diagnosis and to consider early corticosteroid-based treatment.	Case Report
34284101	"COVID-19 and the Future of Clinical Epidemiology. Clinical epidemiology, the ""basic science for clinical medicine""(1), has changed substantially over the last fifty years, moving its focus from clinician driven research and clinical settings to large cohorts and trials, NIH funding, and practice guidelines. The COVID-19 pandemic created major challenges for clinicians who needed to make urgent decisions about the management a new disease and for researchers who needed to understand the clinical syndrome and the questions of greatest importance to the pandemic response. Addressing these challenges reunited clinicians and researchers in collaborative efforts to inform decisions about disease risk, prevention, prognosis and treatment, at least in part because of the shared sense of the need to ration scarce resources, the rapid evolution of understanding of the clinical syndrome, the recognition of widespread uncertainty, and the emphasis on the common good over individual credit. Only time will tell whether the experience during COVID-19 will revive the original practice of clinical epidemiology as ""the application by a physician who provides direct patient care, of epidemiologic and biometric methods to the study of diagnostic and therapeutic process in order to effect an improvement in health.""(2)."	Diagnosis;Treatment;Prevention
34284634	Improving pandemic mitigation policies across communities through coupled dynamics of risk perception and infection. Capturing the coupled dynamics between individual behavioural decisions that affect disease transmission and the epidemiology of outbreaks is critical to pandemic mitigation strategy. We develop a multiplex network approach to model how adherence to health-protective behaviours that impact COVID-19 spread are shaped by perceived risks and resulting community norms. We focus on three synergistic dynamics governing individual behavioural choices: (i) social construction of concern, (ii) awareness of disease incidence, and (iii) reassurance by lack of disease. We show why policies enacted early or broadly can cause communities to become reassured and therefore unwilling to maintain or adopt actions. Public health policies for which success relies on collective action should therefore exploit the behaviourally receptive phase; the period between the generation of sufficient concern to foster adoption of novel actions and the relaxation of adherence driven by reassurance fostered by avoidance of negative outcomes over time.	Prevention
34226889	Repurposing proteases: An in-silico analysis of the binding potential of extracellular fungal proteases with selected viral proteins. Proteases have long been the target of many drugs, but their potential as therapeutic agents is a well-known, but under-explored area. Due to the heightened threat from new and emerging infectious agents, it is worthwhile to tap into the vast microbial protease resource to identify potential therapeutics. By docking proteases of the fungus Penicillium janthinellum NCIM 1366 with the proteins encoded by the SARS-CoV-2 virus, the enzymes that have the potential to bind with, and thereby degrade viral proteins were identified. In-silico docking analysis revealed that both fungal and commercially available proteases belonging to the A1A, M20A, S10, S8A and T1A families were able to bind the viral spike, envelope, ORF-7a and Nsp2 proteins (binding energy < -50 kJ/mol), thereby opening up the possibility of developing additional therapeutic applications for these enzymes.	Mechanism;Treatment
34359931	Cytokine Storm Syndrome in SARS-CoV-2 Infections: A Functional Role of Mast Cells. Cytokine storm syndrome is a cascade of escalated immune responses disposing the immune system to exhaustion, which might ultimately result in organ failure and fatal respiratory distress. Infection with severe acute respiratory syndrome-coronavirus-2 can result in uncontrolled production of cytokines and eventually the development of cytokine storm syndrome. Mast cells may react to viruses in collaboration with other cells and lung autopsy findings from patients that died from the coronavirus disease that emerged in 2019 (COVID-19) showed accumulation of mast cells in the lungs that was thought to be the cause of pulmonary edema, inflammation, and thrombosis. In this review, we present evidence that a cytokine response by mast cells may initiate inappropriate antiviral immune responses and cause the development of cytokine storm syndrome. We also explore the potential of mast cell activators as adjuvants for COVID-19 vaccines and discuss the medications that target the functions of mast cells and could be of value in the treatment of COVID-19. Recognition of the cytokine storm is crucial for proper treatment of patients and preventing the release of mast cell mediators, as impeding the impacts imposed by these mediators could reduce the severity of COVID-19.	Mechanism;Treatment
34341671	COVID-19 post-mortem findings: how the departed can teach us. We present an asthmatic 39 year old female frontline healthcare worker in contact with COVID-19 patients, who suffered from respiratory problems for a few days, after which she was found dead by her spouse. Post-mortem (PM) examination showed lung consolidation and histological evidence of diffuse alveolar damage (DAD), in form of hyaline membrane disease, as well as atypical cells, thrombi and fibrin plugs inside pulmonary capillaries. Swab sample testing for SARS-CoV-2 confirmed the infection status. SARS-CoV-2 is a novel coronavirus which first emerged in Wuhan, China, and PM is contributing immensely to uncovering the pathophysiological mechanism of this disease. SARS-CoV-2 enters host cells via the angiotensin-converting enzyme 2 (ACE2), and can lead to a fatal pneumonia characterised histologically by DAD (the most consistent PM finding). This is due to invasion by the virus of type II pneumocytes, which leads to the death of both type I and II pneumocytes and increased capillary permeability. This compromises gas exchange which can lead eventually to cardiorespiratory failure and death.	Case Report
34288966	"Coronary artery calcification on low-dose chest CT is an early predictor of severe progression of COVID-19-A multi-center, multi-vendor study. PURPOSE: Cardiovascular comorbidity anticipates severe progression of COVID-19 and becomes evident by coronary artery calcification (CAC) on low-dose chest computed tomography (LDCT). The purpose of this study was to predict a patient's obligation of intensive care treatment by evaluating the coronary calcium burden on the initial diagnostic LDCT. METHODS: Eighty-nine consecutive patients with parallel LDCT and positive RT-PCR for SARS-CoV-2 were included from three centers. The primary endpoint was admission to ICU, tracheal intubation, or death in the 22-day follow-up period. CAC burden was represented by the Agatston score. Multivariate logistic regression was modeled for prediction of the primary endpoint by the independent variables ""Agatston score > 0"", as well as the CT lung involvement score, patient sex, age, clinical predictors of severe COVID-19 progression (history of hypertension, diabetes, prior cardiovascular event, active smoking, or hyperlipidemia), and laboratory parameters (creatinine, C-reactive protein, leucocyte, as well as thrombocyte counts, relative lymphocyte count, d-dimer, and lactate dehydrogenase levels). RESULTS: After excluding multicollinearity, ""Agatston score >0"" was an independent regressor within multivariate analysis for prediction of the primary endpoint (p<0.01). Further independent regressors were creatinine (p = 0.02) and leucocyte count (p = 0.04). The Agatston score was significantly higher for COVID-19 cases which completed the primary endpoint (64.2 [interquartile range 1.7-409.4] vs. 0 [interquartile range 0-0]). CONCLUSION: CAC scoring on LDCT might help to predict future obligation of intensive care treatment at the day of patient admission to the hospital."	Diagnosis;Treatment
34290390	Antibody responses to SARS-CoV-2 vaccines in 45,965 adults from the general population of the United Kingdom. We report that in a cohort of 45,965 adults, who were receiving either the ChAdOx1 or the BNT162b2 SARS-CoV-2 vaccines, in those who had no prior infection with SARS-CoV-2, seroconversion rates and quantitative antibody levels after a single dose were lower in older individuals, especially in those aged >60 years. Two vaccine doses achieved high responses across all ages. Antibody levels increased more slowly and to lower levels with a single dose of ChAdOx1 compared with a single dose of BNT162b2, but waned following a single dose of BNT162b2 in older individuals. In descriptive latent class models, we identified four responder subgroups, including a 'low responder' group that more commonly consisted of people aged >75 years, males and individuals with long-term health conditions. Given our findings, we propose that available vaccines should be prioritized for those not previously infected and that second doses should be prioritized for individuals aged >60 years. Further data are needed to better understand the extent to which quantitative antibody responses are associated with vaccine-mediated protection.	Treatment
34377609	A Rare Case of Herpes Zoster in an Adult Patient Recovered From Symptomatic Reinfection of COVID-19. In coronavirus disease 2019 (COVID-19) patients, various dermatological conditions have been observed. Varicella zoster virus (VZV) and herpes simplex virus must be ruled out before considering vesicular exanthems linked to COVID-19. The immunological status of the host has an impact on the natural history of herpes zoster (HZ). Age is a major risk factor for most of the cases of HZ. Reactivation of VZV can be triggered by iatrogenic immunosuppression or disease-related immunocompromised state or age-related immunosenescence. Rarely, dermatological symptoms have been reported in recovered COVID-19 patients. We hereby present a rare case of HZ in a recovered patient from symptomatic reinfection of COVID-19.	Case Report
34221878	COVID-19-Related Pericarditis with Pericardial Clotting as a Hallmark: Two Cases and a Review. The prevalence of pericardial effusion and its clinical significance is not well understood in COVID-19 patients. We report two cases of COVID-19-related pericardial effusion complicated by intrapericardial clot formation. The final outcome was favorable, but intrapericardial clot remained mostly unchanged at 6-month follow-up. The treatment approach and the long-term consequences are still unclear. We propose a review of this particular cardiovascular complication in COVID-19 patients.	Case Report
34200766	Estimates and Determinants of SARS-Cov-2 Seroprevalence and Infection Fatality Ratio Using Latent Class Analysis: The Population-Based Tirschenreuth Study in the Hardest-Hit German County in Spring 2020. SARS-CoV-2 infection fatality ratios (IFR) remain controversially discussed with implications for political measures. The German county of Tirschenreuth suffered a severe SARS-CoV-2 outbreak in spring 2020, with particularly high case fatality ratio (CFR). To estimate seroprevalence, underreported infections, and IFR for the Tirschenreuth population aged >/=14 years in June/July 2020, we conducted a population-based study including home visits for the elderly, and analyzed 4203 participants for SARS-CoV-2 antibodies via three antibody tests. Latent class analysis yielded 8.6% standardized county-wide seroprevalence, a factor of underreported infections of 5.0, and 2.5% overall IFR. Seroprevalence was two-fold higher among medical workers and one third among current smokers with similar proportions of registered infections. While seroprevalence did not show an age-trend, the factor of underreported infections was 12.2 in the young versus 1.7 for >/=85-year-old. Age-specific IFRs were <0.5% below 60 years of age, 1.0% for age 60-69, and 13.2% for age 70+. Senior care homes accounted for 45% of COVID-19-related deaths, reflected by an IFR of 7.5% among individuals aged 70+ and an overall IFR of 1.4% when excluding senior care home residents from our computation. Our data underscore senior care home infections as key determinant of IFR additionally to age, insufficient targeted testing in the young, and the need for further investigations on behavioral or molecular causes of the fewer infections among current smokers.	Diagnosis
